placekey,parent_placekey,location_name,street_address,city,region,postal_code,iso_country_code,safegraph_brand_ids,brands,date_range_start,date_range_end,raw_visit_counts,raw_visitor_counts,visits_by_day,visits_by_each_hour,poi_cbg,visitor_home_cbgs,visitor_home_aggregation,visitor_daytime_cbgs,visitor_country_of_origin,distance_from_home,median_dwell,bucketed_dwell_times,related_same_day_brand,related_same_week_brand,device_type
222-225@5pr-3qj-c89,,Hy-Vee,8301 N Saint Clair Ave,Kansas City,MO,64151,US,SG_BRAND_8f8c9465b9550499b0540b26e9470dec,Hy-Vee,2021-01-04T00:00:00-06:00,2021-01-11T00:00:00-06:00,78,48,"[13,10,9,13,10,6,17]","[0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,1,1,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1,1,0,1,2,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,5,0,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,2,1,4,1,1,1,3,0,0,0,0,0]",291650302073,"{""291650303082"":7,""291650302011"":5,""291650303054"":5,""291650302092"":4,""290470212081"":4,""291650302053"":4,""291650306006"":4,""291650300011"":4,""290950075003"":4,""291650302052"":4}","{""29047021305"":6,""29095001800"":4,""29165030201"":4,""29165030207"":4,""29165030305"":4,""29165030308"":4,""29165030205"":4,""29047021900"":4,""29165030209"":4,""29095019300"":4}","{""291650302073"":7,""290950193001"":4,""291650302051"":4,""291650302092"":4,""291650302052"":4,""290470213051"":4,""291650302081"":4,""291650302093"":4}","{""US"":41}",5318,37.0,"{""<5"":2,""5-10"":28,""11-20"":6,""21-60"":7,""61-120"":3,""121-240"":8,"">240"":24}","{""Target"":11,""Price Chopper"":11,""Hy-Vee Gas Station"":10,""Sonic"":6,""Walmart"":6,""QuikTrip"":4,""CVS"":4,""Minit Mart"":4,""Caribou Coffee"":3,""Starbucks"":3,""Wendy's"":3,""Costco"":3,""Burger King"":3,""Dollar Tree"":3,""Sprouts Farmers Market"":1,""Goodwill Industries"":1,""Praxair"":1,""Spin! Neapolitan Pizza"":1,""Taco Bell"":1,""The Home Depot"":1}","{""Target"":33,""QuikTrip"":25,""Hy-Vee Gas Station"":23,""Walmart"":21,""Sonic"":19,""Starbucks"":15,""Chick-fil-A"":15,""Price Chopper"":13,""Taco Bell"":10,""Costco"":10,""Dick's Sporting Goods"":10,""McDonald's"":10,""54th Street"":10,""Sinclair Oil"":8,""CVS"":8,""Dollar Tree"":8,""Petco"":6,""Jimmy John's"":6,""Chili's Grill & Bar"":6,""Hobby Lobby Stores"":6}","{""android"":36,""ios"":6}"
225-222@8t2-2kh-7kf,,True Christian Unity Church,10311 Lee Roy Ln,Adkins,TX,78101,US,,,2021-01-04T00:00:00-06:00,2021-01-11T00:00:00-06:00,4,4,"[0,0,2,2,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",480291318023,"{""480291318023"":4}","{""48029131802"":4}",{},"{""US"":4}",,13.0,"{""<5"":0,""5-10"":1,""11-20"":2,""21-60"":0,""61-120"":0,""121-240"":1,"">240"":0}",{},{},"{""android"":0,""ios"":4}"
222-222@8g7-hh4-5zz,,Washington Wilkes Animal Shelter,358 Brown Rd,Washington,GA,30673,US,,,2021-01-04T00:00:00-05:00,2021-01-11T00:00:00-05:00,7,3,"[1,1,1,1,1,1,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",133170103021,"{""133170103021"":4}",{},{},"{""US"":4}",,226.0,"{""<5"":0,""5-10"":1,""11-20"":0,""21-60"":2,""61-120"":0,""121-240"":2,"">240"":2}",{},{},"{""android"":0,""ios"":0}"
224-222@5nw-kk9-dd9,,Relaxstation,213 N 2nd St,Cherokee,IA,51012,US,,,2021-01-04T00:00:00-06:00,2021-01-11T00:00:00-06:00,7,6,"[2,0,2,0,2,1,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",190350801005,"{""190350801005"":4,""191414903001"":4}","{""19035080100"":4,""19021960200"":4}","{""190350801005"":4}","{""US"":4}",8723,91.0,"{""<5"":1,""5-10"":0,""11-20"":0,""21-60"":2,""61-120"":2,""121-240"":2,"">240"":0}","{""Fareway Stores"":29,""Walmart"":14,""Bomgaars"":14,""Krispy Krunchy Chicken"":14,""Taco John's"":14,""Sears Home Services"":14,""Motel 6"":14,""United States Postal Service (USPS)"":14,""Subway"":14}","{""Walmart"":50,""Krispy Krunchy Chicken"":33,""Taco John's"":33,""Motel 6"":33,""Fareway Stores"":33,""Bomgaars"":17,""Dollar General"":17,""Hy-Vee"":17,""Sears Home Services"":17,""Hardee's"":17,""Dairy Queen"":17,""Kwik Shop"":17,""United States Postal Service (USPS)"":17,""McDonald's"":17,""Subway"":17}","{""android"":5,""ios"":4}"
zzw-226@8g6-ykr-8d9,223-222@8g6-ykr-4jv,AccuQuest Hearing Centers,4468 Chamblee Dunwoody Rd,Dunwoody,GA,30338,US,SG_BRAND_09eb0b80506fefcc9e069d143c97af4e,AccuQuest Hearing Centers,2021-01-04T00:00:00-05:00,2021-01-11T00:00:00-05:00,6,6,"[0,1,0,2,0,2,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0]",130890212163,"{""130890213012"":4}","{""13089021102"":4}","{""130890213012"":4}","{""US"":4}",9187,10.5,"{""<5"":0,""5-10"":3,""11-20"":2,""21-60"":1,""61-120"":0,""121-240"":0,"">240"":0}","{""Walmart"":17,""BP"":17,""Kaiser Permanente"":17,""T.J. Maxx"":17,""GNC (General Nutrition Centers)"":17,""Zaxby's"":17,""Macy's Backstage"":17,""REI"":17}","{""Kroger"":50,""Walmart"":33,""BP"":33,""Target"":17,""Chevron"":17,""RaceWay"":17,""Simon mall"":17,""Lowe's"":17,""Kaiser Permanente"":17,""KFC"":17,""T.J. Maxx"":17,""GNC (General Nutrition Centers)"":17,""Academy Sports + Outdoors"":17,""Jinya Ramen Bar"":17,""QuikTrip"":17,""Learning Express Toys"":17,""Chick-fil-A"":17,""Zaxby's"":17,""Macy's Backstage"":17,""REI"":17}","{""android"":4,""ios"":4}"
22b-222@5sc-jjp-b6k,,Lake Street Cafe,21 S Lake St,Elkhart Lake,WI,53020,US,,,2021-01-04T00:00:00-06:00,2021-01-11T00:00:00-06:00,33,21,"[2,1,3,4,8,14,1]","[0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,2,5,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",551170103001,"{""550710106004"":5,""550390420001"":4,""551170103002"":4,""551314601023"":4,""550390411001"":4}","{""55039042000"":4,""55015020600"":4,""55025001606"":4,""55071010600"":4,""55039041100"":4}","{""551314601023"":4,""551332033052"":4,""551170106011"":4,""550710106004"":4}","{""US"":19}",24116,84.0,"{""<5"":0,""5-10"":2,""11-20"":2,""21-60"":6,""61-120"":13,""121-240"":5,"">240"":5}","{""Kwik Trip"":8,""McDonald's"":8,""Shell Oil"":8,""Aurora Healthcare"":4,""Target"":4,""BP"":4,""Enterprise Rent-A-Car"":4,""Culver's"":4,""Hearing Life"":4,""Sunoco"":4,""Subway"":4}","{""Kwik Trip"":29,""Target"":19,""BP"":19,""Menard's"":19,""McDonald's"":19,""Walmart"":14,""Starbucks"":14,""Culver's"":14,""Shell Oil"":14,""Aurora Healthcare"":10,""Piggly Wiggly"":10,""Hobby Lobby Stores"":10,""Festival Foods Wisconsin"":10,""Park Plaza"":10,""Mills Fleet Farm"":10,""Dodge"":5,""Chevrolet"":5,""Rocky Rococo Pizza and Pasta"":5,""Chrysler"":5,""Raymond James Financial"":5}","{""android"":4,""ios"":15}"
zzw-224@3x6-ry5-xh5,,Ace Liquor,14175 23 Avenue,Edmonton,AB,T6R 0G4,CA,SG_BRAND_6a4810a7d936add1,Ace Liquor,2021-01-04T00:00:00-07:00,2021-01-11T00:00:00-07:00,3,3,"[0,1,0,0,1,1,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",CA:48112403,"{""CA:48110985"":4}",{},{},"{""CA"":4}",,21.0,"{""<5"":0,""5-10"":1,""11-20"":0,""21-60"":2,""61-120"":0,""121-240"":0,"">240"":0}",{},{},"{""android"":0,""ios"":4}"
223-222@8fy-8ds-gp9,,Popeyes Louisiana Kitchen,12131 S Orange Blossom Trl,Orlando,FL,32837,US,SG_BRAND_5725c57624e4d885d0bf718123615aa9,Popeyes Louisiana Kitchen,2021-01-04T00:00:00-05:00,2021-01-11T00:00:00-05:00,43,35,"[8,5,4,6,9,6,5]","[0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0]",120950170111,"{""120950170131"":5,""120950170081"":4,""120950122022"":4,""120950170141"":4,""120950170061"":4,""120950168071"":4}","{""12095017013"":7,""12095017008"":5,""12097043203"":4,""12097041300"":4}","{""120950168043"":4,""120950170121"":4,""120950168071"":4,""120970426021"":4,""120950170131"":4,""120950149061"":4,""120950170171"":4,""120950168021"":4}","{""US"":30}",5471,10.0,"{""<5"":1,""5-10"":24,""11-20"":7,""21-60"":2,""61-120"":1,""121-240"":2,"">240"":6}","{""7-Eleven"":13,""Wawa"":13,""McDonald's"":13,""Simon mall"":10,""Walmart"":8,""Taco Bell"":8,""Dodge"":5,""Advance Auto Parts"":5,""Chipotle Mexican Grill"":5,""Chrysler"":5,""Boys & Girls Clubs of America"":5,""Chick-fil-A"":5,""Subaru"":5,""Walgreens"":5,""Pollo Tropical"":5,""Jeep"":5,""Ram"":5,""Shell Oil"":5,""Petco"":3,""Hyatt Regency"":3}","{""Walmart"":34,""7-Eleven"":34,""Wawa"":31,""McDonald's"":29,""Simon mall"":20,""Burger King"":20,""Mobil"":17,""Chick-fil-A"":17,""Walgreens"":17,""Chipotle Mexican Grill"":14,""Wendy's"":14,""Shell Oil"":14,""Family Dollar Stores"":14,""Target"":11,""Tesla Motors"":11,""Taco Bell"":11,""RaceTrac"":11,""Dollar General"":11,""Panera Bread"":11,""Publix Super Markets"":11}","{""android"":16,""ios"":17}"
222-222@63j-97z-ysq,,North Elementary School,2170 Struble Rd,New Burlington,OH,45231,US,,,2021-01-04T00:00:00-05:00,2021-01-11T00:00:00-05:00,14,6,"[2,2,1,3,4,0,2]","[0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0]",390610215095,"{""390610077001"":4}","{""39061023001"":4}","{""390610088001"":4}","{""US"":6}",13670,95.5,"{""<5"":0,""5-10"":2,""11-20"":3,""21-60"":1,""61-120"":2,""121-240"":1,"">240"":5}","{""Kia Motors"":18,""Shell Oil"":18,""Quick Lane"":9,""Marco's Pizza"":9,""Kroger"":9,""The Home Depot"":9,""Speedway"":9,""Skyline Chili"":9,""Papa John's"":9,""Starbucks"":9,""Kroger Fuel Center"":9,""Rent-A-Center"":9,""Roosters Wings"":9,""The Little Clinic"":9,""McDonald's"":9,""Sunoco"":9}","{""Kroger"":83,""Shell Oil"":50,""Walmart"":33,""BP"":33,""The Home Depot"":33,""Speedway"":33,""UDF (United Dairy Farmers)"":33,""McDonald's"":33,""Kia Motors"":33,""Perkins Restaurant & Bakery"":33,""Family Dollar Stores"":33,""Jimmy John's"":17,""Genesis Auto"":17,""Quick Lane"":17,""Marco's Pizza"":17,""Half Price Books"":17,""Old Navy"":17,""NAPA Auto Parts"":17,""Once Upon a Child"":17,""TriHealth"":17}","{""android"":0,""ios"":4}"
229-222@627-yvv-rzf,,Peking Restaurant,10 Nepperhan Ave,Elmsford,NY,10523,US,,,2021-01-04T00:00:00-05:00,2021-01-11T00:00:00-05:00,6,5,"[0,1,1,2,1,1,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",361190112004,"{""360050386002"":4,""361190108011"":4}",{},{},"{""US"":7}",,9.0,"{""<5"":1,""5-10"":4,""11-20"":0,""21-60"":0,""61-120"":1,""121-240"":0,"">240"":0}","{""Days Inn"":33,""T.J. Maxx"":17,""PetSmart"":17,""Sierra"":17,""XPO"":17,""McDonald's"":17,""CVS"":17,""Subway"":17,""Dunkin'"":17,""Dollar Tree"":17}","{""BP"":40,""Mobil"":40,""Days Inn"":40,""Subway"":40,""Hyatt Place"":20,""Anytime Fitness"":20,""Honda"":20,""Minuteman Press"":20,""Land Rover"":20,""Auntie Anne's"":20,""Tesla Motors"":20,""Simon mall"":20,""LUKOIL North America"":20,""New York Sports Club"":20,""Health Mart"":20,""Jaguar"":20,""T.J. Maxx"":20,""The Home Depot"":20,""Speedway"":20,""PetSmart"":20}","{""android"":4,""ios"":0}"
223-222@62b-njx-jd9,,Rick's Market,6403 Coastal Hwy,Ocean City,MD,21842,US,,,2021-01-04T00:00:00-05:00,2021-01-11T00:00:00-05:00,2,1,"[0,0,0,0,0,0,2]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0]",240479501001,{},{},{},"{""US"":4}",,40.5,"{""<5"":0,""5-10"":0,""11-20"":0,""21-60"":2,""61-120"":0,""121-240"":0,"">240"":0}",{},{},"{""android"":0,""ios"":0}"
zzw-225@5z5-3rb-zxq,,NCJWLA Council Thrift Shops,360 N Fairfax Ave,Los Angeles,CA,90036,US,,,2021-01-04T00:00:00-08:00,2021-01-11T00:00:00-08:00,31,20,"[4,2,4,7,6,2,6]","[0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0]",060372144003,"{""060372711001"":4,""060371112013"":4,""060373106021"":4}","{""06037189800"":4,""09001035200"":4,""06037139504"":4}","{""060371395041"":4,""060371011221"":4,""060590626436"":4}","{""US"":14}",17059,13.0,"{""<5"":2,""5-10"":11,""11-20"":6,""21-60"":9,""61-120"":1,""121-240"":0,"">240"":2}","{""Chipotle Mexican Grill"":4,""Jersey Mike's"":4,""Splendid"":4,""Kimpton Hotels & Restaurants"":4,""7-Eleven"":4,""El Pollo Loco"":4,""Alfred"":4,""76"":4,""BADMAASH"":4,""Noah's New York Bagels"":4,""Carl's Jr."":4,""Luxe Hotels"":4,""The Coffee Bean & Tea Leaf"":4,""Metro by T-Mobile"":4,""Ocean Prime"":4,""U-Haul"":4,""La Quinta Inns & Suites"":4}","{""Ralphs"":20,""Walmart"":15,""7-Eleven"":15,""Starbucks"":15,""In-N-Out Burger"":15,""El Pollo Loco"":10,""Wendy's"":10,""Sears Home Services"":10,""Costco"":10,""Shoe Palace"":10,""99 Cents Only Stores"":10,""Burger King"":10,""McDonald's"":10,""The Coffee Bean & Tea Leaf"":10,""Subway"":10,""Chart House"":5,""Honda"":5,""Trader Joe's"":5,""Target"":5,""Chipotle Mexican Grill"":5}","{""android"":12,""ios"":8}"
22v-222@627-wh2-hwk,,Shirley Chisholm Dcc Site Iib,333 14th St,Brooklyn,NY,11215,US,,,2021-01-04T00:00:00-05:00,2021-01-11T00:00:00-05:00,1,1,"[0,0,1,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",360470149001,"{""360810657032"":4}","{""36081065703"":4}","{""360810657032"":4}",{},,321.0,"{""<5"":0,""5-10"":0,""11-20"":0,""21-60"":0,""61-120"":0,""121-240"":0,"">240"":1}",{},{},"{""android"":0,""ios"":0}"
222-222@65z-k44-fcq,,Olive Garden,4636 Commercial Dr,New Hartford,NY,13413,US,SG_BRAND_29e52fe03f73e6ce21a527123c4d97b0,Olive Garden,2021-01-04T00:00:00-05:00,2021-01-11T00:00:00-05:00,115,104,"[18,3,14,18,20,27,15]","[0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,0,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,1,0,0,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,2,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,3,1,4,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,2,4,2,1,0,0,0,0]",360650252001,"{""360530301031"":6,""360775914004"":5,""360650221001"":5,""360650247002"":5,""360499507004"":4,""360775904005"":4,""360179701001"":4,""360650249003"":4,""360650216022"":4,""360650242002"":4,""360650250011"":4,""360650235012"":4,""360650263002"":4,""360650237022"":4,""360650208023"":4,""360430109001"":4,""360650227022"":4,""360650233003"":4,""360650216013"":4,""360650235023"":4,""360650230001"":4,""360010022001"":4,""360430102021"":4,""360499507003"":4,""360650257002"":4,""360650225001"":4}","{""36043011400"":6,""36065022200"":5,""36043010202"":5,""36065023702"":5,""36065024200"":5,""36065022100"":4,""36065024700"":4,""36065025001"":4,""36017970100"":4,""36065020802"":4,""36065023501"":4,""36065024303"":4,""36053031000"":4,""36065025700"":4,""36017970500"":4,""36049950700"":4,""36043011001"":4,""36065026300"":4,""36101961700"":4,""36065023300"":4,""36053030102"":4,""36065023400"":4,""36065024101"":4,""36065022800"":4}","{""360650242002"":8,""360650257002"":6,""360650255001"":5,""360010007004"":4,""360650235023"":4,""360530301031"":4,""470851303002"":4,""360650234003"":4,""360179706012"":4,""360430107023"":4,""360650235012"":4,""360430113021"":4,""361019617001"":4,""360650247002"":4,""360430112001"":4,""360775904005"":4,""360430114001"":4,""360650216022"":4,""360430110012"":4,""360775902023"":4,""360179706013"":4,""360450617001"":4,""360650253005"":4,""360650241011"":4,""360650250011"":4}","{""US"":104}",22855,42.0,"{""<5"":1,""5-10"":13,""11-20"":9,""21-60"":57,""61-120"":33,""121-240"":1,"">240"":1}","{""Walmart"":20,""Target"":10,""Kohl's"":7,""Dunkin'"":6,""Sears Home Services"":5,""Cliff's Local Market"":4,""Stewart's Shops"":4,""Texas Roadhouse"":4,""AutoZone"":4,""Lowe's"":3,""Smokers Choice"":3,""Bass Pro Shops"":3,""Dollar General"":3,""Price Chopper New England"":3,""BJ's Wholesale Club"":3,""McDonald's"":3,""SavOn"":2,""Auntie Anne's"":2,""Barnes and Noble"":2,""Shoe Dept Encore"":2}","{""Walmart"":50,""McDonald's"":26,""Dunkin'"":24,""Target"":19,""Dollar General"":19,""Stewart's Shops"":19,""Hannaford Supermarkets"":12,""Taco Bell"":11,""Texas Roadhouse"":11,""GameStop"":10,""Dollar Tree"":10,""Lowe's"":9,""Smokers Choice"":9,""Kohl's"":9,""Cliff's Local Market"":9,""Sunoco"":9,""SavOn"":8,""Byrne Dairy"":8,""ALDI"":8,""Price Chopper New England"":8}","{""android"":52,""ios"":49}"
